time,position,velocity,acceleration,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11
3.8,2391.07672506051,6.06055765431833,0.427837983334082,1,1,1,1,0,0,0,0,0,0,0
3.9,2391.68710116078,6.10376100273265,0.432033484143234,1,1,1,1,0,0,1,0,0,0,0
4.0,2392.30183955091,6.14738390122789,0.436228984952387,1,1,1,1,0,0,1,0,0,0,0
4.1,2392.92095867653,6.19119125627103,0.438073550431422,1,1,1,1,0,0,1,0,0,0,0
4.2,2393.54447698332,6.23518306786208,0.439918115910457,1,1,1,1,0,0,1,0,0,0,0
4.3,2394.17241291692,6.27935933600103,0.441762681389493,1,1,1,1,0,0,1,0,0,0,0
4.4,2394.80478492299,6.32372006068788,0.443607246868528,1,1,1,1,0,0,1,0,0,0,0
4.5,2395.44161144718,6.36826524192263,0.445451812347563,1,1,1,1,0,0,1,0,0,0,0
4.6,2396.08291093515,6.41299487970529,0.447296377826599,1,1,1,1,0,0,1,0,0,0,0
4.7,2396.72870183256,6.45790897403586,0.449140943305634,1,1,1,1,0,0,1,0,0,0,0
4.8,2397.37900258505,6.50300752491432,0.450985508784669,1,1,1,1,0,0,1,0,0,0,0
4.9,2398.03383163828,6.54829053234069,0.452830074263704,1,1,1,1,0,0,1,0,0,0,0
5.0,2398.69320743791,6.59375799631497,0.45467463974274,1,1,1,1,0,0,1,0,0,0,0
5.1,2399.35713233731,6.63924899396493,0.454909976499593,1,1,1,1,0,0,1,0,0,0,0
5.2,2400.02560868984,6.68476352529057,0.455145313256447,1,1,1,1,0,0,1,0,0,0,0
5.3,2400.69863884887,6.7303015902919,0.455380650013301,1,1,1,1,0,0,1,0,0,0,0
5.4,2401.37622516776,6.77586318896892,0.455615986770155,1,1,1,1,0,0,1,0,0,0,0
5.5,2402.0583699999,6.82144832132162,0.455851323527008,1,1,1,1,0,0,1,0,0,0,0
5.6,2402.74507569863,6.86705698735001,0.456086660283862,1,1,1,1,0,0,1,0,0,0,0
5.7,2403.43634461734,6.91268918705408,0.456321997040716,1,1,1,1,0,0,1,0,0,0,0
5.8,2404.13217910938,6.95834492043383,0.456557333797569,1,1,1,1,0,0,1,0,0,0,0
5.9,2404.83258152813,7.00402418748928,0.456792670554423,1,1,1,1,0,0,1,0,0,0,0
6.0,2405.53755422695,7.0497269882204,0.457028007311277,1,1,1,1,0,0,1,0,0,0,0
6.1,2406.24708832242,7.09534095465055,0.456139664301463,1,1,1,1,0,0,1,0,0,0,0
6.2,2406.96117493109,7.14086608677971,0.455251321291649,1,1,1,1,0,0,1,0,0,0,0
6.3,2407.67980516955,7.1863023846079,0.454362978281836,1,1,1,1,0,0,1,0,0,0,0
6.4,2408.40297015437,7.2316498481351,0.453474635272022,1,1,1,1,0,0,1,0,0,0,0
6.5,2409.1306610021,7.27690847736132,0.452586292262208,1,1,1,1,0,0,1,0,1,0,0
6.6,2409.86286882933,7.32207827228656,0.451697949252394,1,1,1,1,0,0,1,0,1,0,0
6.7,2410.59958475262,7.36715923291082,0.45080960624258,1,1,1,1,0,0,1,0,1,0,0
6.8,2411.34079988855,7.4121513592341,0.449921263232767,1,1,1,1,0,0,1,0,1,0,0
6.9,2412.08650535367,7.45705465125639,0.449032920222953,1,1,1,1,0,0,1,0,1,0,0
7.0,2412.83669226457,7.5018691089777,0.448144577213139,1,1,1,1,0,0,1,0,1,0,0
7.1,2413.59134389772,7.54651633151576,0.446472225380595,1,1,1,1,0,0,1,0,1,0,0
7.2,2414.35044352961,7.59099631887057,0.444799873548052,1,1,1,1,0,0,1,0,1,0,0
7.3,2415.11397443671,7.63530907104212,0.443127521715508,1,1,1,1,0,0,1,0,1,0,0
7.4,2415.88191989552,7.67945458803042,0.441455169882964,1,1,1,1,0,0,1,0,1,0,0
7.5,2416.6542631825,7.72343286983546,0.43978281805042,1,1,1,1,0,0,1,0,1,0,0
7.6,2417.43098757415,7.76724391645724,0.438110466217876,1,1,1,1,0,0,1,0,1,0,0
7.7,2418.21207634694,7.81088772789578,0.436438114385332,1,1,1,1,0,0,1,0,1,0,0
7.8,2418.99751277735,7.85436430415106,0.434765762552789,1,1,1,1,0,0,1,0,1,0,0
7.9,2419.78728014187,7.89767364522308,0.433093410720245,1,1,1,1,0,0,1,0,1,0,0
8.0,2420.58136171699,7.94081575111185,0.431421058887701,1,1,1,1,0,0,1,0,1,0,0
8.1,2421.3797353247,7.98373607716855,0.42920326056699,1,1,1,1,0,0,1,0,1,0,0
8.2,2422.18237878704,8.02643462339318,0.426985462246279,1,1,1,1,0,0,1,0,1,0,0
8.3,2422.98926992602,8.06891138978574,0.424767663925568,1,1,1,1,0,0,1,0,1,0,0
8.4,2423.80038656365,8.11116637634622,0.422549865604857,1,1,1,1,0,0,1,0,1,0,0
8.5,2424.61570652196,8.15319958307464,0.420332067284146,1,1,1,1,0,0,1,0,1,0,0
8.6,2425.43520762296,8.19501100997098,0.418114268963436,1,1,1,1,0,0,1,0,1,0,0
8.7,2426.25886768866,8.23660065703525,0.415896470642725,1,1,1,1,0,0,1,0,1,0,0
8.8,2427.08666454109,8.27796852426745,0.413678672322014,1,1,1,1,0,0,1,0,1,0,0
8.9,2427.91857600226,8.31911461166758,0.411460874001303,1,1,1,1,0,0,1,0,1,0,0
9.0,2428.75457989418,8.36003891923564,0.409243075680592,1,1,1,1,0,0,1,0,1,0,0
9.1,2429.59465023891,8.40070344731106,0.406645280754206,1,1,1,1,0,0,1,0,1,0,0
9.2,2430.4387610585,8.44110819589385,0.40404748582782,1,1,1,1,0,0,1,0,1,0,0
9.3,2431.286886375,8.48125316498399,0.401449690901434,1,1,1,1,0,0,1,0,1,0,0
9.4,2432.13900021046,8.5211383545815,0.398851895975049,1,1,1,1,0,0,1,0,1,0,0
9.5,2432.99507658693,8.56076376468636,0.396254101048663,1,1,1,1,0,0,1,0,1,0,0
9.6,2433.85508952646,8.60012939529859,0.393656306122277,1,1,1,1,0,0,1,0,1,0,0
9.7,2434.7190130511,8.63923524641818,0.391058511195891,1,1,1,1,0,0,1,0,1,0,0
9.8,2435.5868211829,8.67808131804513,0.388460716269505,1,1,1,1,0,0,1,0,1,0,0
9.9,2436.45848794392,8.71666761017944,0.385862921343119,1,1,1,1,0,0,1,0,1,0,0
10.0,2437.3339873562,8.75499412282111,0.383265126416733,1,1,1,1,0,0,1,0,1,0,0
10.1,2438.21329079617,8.79303439968011,0.38040276859,1,1,1,1,0,0,1,0,1,0,0
10.2,2439.09636964025,8.83078844075644,0.377540410763267,1,1,1,1,0,0,1,0,1,0,0
10.3,2439.98319526485,8.86825624605009,0.374678052936534,1,1,1,1,0,0,1,0,1,0,0
10.4,2440.87373904641,8.90543781556107,0.3718156951098,1,1,1,1,0,0,1,0,1,0,0
10.5,2441.76797236134,8.94233314928938,0.368953337283067,1,1,1,1,0,0,1,0,1,1,0
10.6,2442.66586658606,8.97894224723501,0.366090979456334,1,1,1,1,0,0,1,0,1,1,0
10.7,2443.567393097,9.01526510939797,0.363228621629601,1,1,1,1,0,0,1,0,1,1,0
10.8,2444.47252327058,9.05130173577826,0.360366263802867,1,1,1,1,0,0,1,0,1,1,0
10.9,2445.38122848321,9.08705212637587,0.357503905976134,1,1,1,1,0,0,1,0,1,1,0
11.0,2446.29348011133,9.12251628119081,0.354641548149401,1,1,1,1,0,0,1,0,1,1,0
11.1,2447.20924770102,9.15767589688707,0.351596156962545,1,1,1,1,0,0,1,0,1,1,0
11.2,2448.12850079837,9.19253097346464,0.34855076577569,1,1,1,1,0,0,1,0,1,1,0
11.3,2449.05120894946,9.22708151092352,0.345505374588834,1,1,1,1,0,0,1,0,1,1,0
11.4,2449.97734170039,9.26132750926372,0.342459983401979,1,1,1,1,0,0,1,0,1,1,0
11.5,2450.90686859723,9.29526896848523,0.339414592215123,1,1,1,1,0,0,1,0,1,1,0
11.6,2451.83975918609,9.32890588858806,0.336369201028268,1,1,1,1,0,0,1,0,1,1,0
11.7,2452.77598301305,9.3622382695722,0.333323809841412,1,1,1,1,0,0,1,0,1,1,0
11.8,2453.71550962419,9.39526611143766,0.330278418654556,1,1,1,1,0,0,1,0,1,1,0
11.9,2454.65830856561,9.42798941418443,0.327233027467701,1,1,1,1,0,0,1,0,1,1,0
12.0,2455.60434938339,9.46040817781251,0.324187636280845,1,1,1,1,0,0,1,0,1,1,0
12.1,2456.55360038332,9.49250999929744,0.321018214849255,1,1,1,1,0,0,1,0,1,1,0
12.2,2457.50602987119,9.52429487863921,0.317848793417665,1,1,1,1,0,0,1,0,1,1,0
12.3,2458.46160615277,9.55576281583781,0.314679371986074,1,1,1,1,0,0,1,0,1,1,0
12.4,2459.42029753386,9.58691381089326,0.311509950554484,1,1,1,1,0,0,1,0,1,1,0
12.5,2460.38207232024,9.61774786380555,0.308340529122894,1,1,1,1,0,0,1,0,1,1,0
12.6,2461.3468988177,9.64826497457468,0.305171107691303,1,1,1,1,0,0,1,0,1,1,0
12.7,2462.31474533202,9.67846514320065,0.302001686259713,1,1,1,1,0,0,1,0,1,1,0
12.8,2463.28558016899,9.70834836968347,0.298832264828123,1,1,1,1,0,0,1,0,1,1,0
12.9,2464.25937163439,9.73791465402312,0.295662843396532,1,1,1,1,0,0,1,0,1,1,0
13.0,2465.23608803401,9.76716399621961,0.292493421964942,1,1,1,1,0,0,1,0,1,1,0
13.1,2466.21569688042,9.79608846410187,0.28924467882263,1,1,1,1,0,0,1,0,1,1,0
13.2,2467.19816568619,9.82468805766991,0.285995935680319,1,1,1,1,0,0,1,0,1,1,0
13.3,2468.18346196388,9.85296277692371,0.282747192538007,1,1,1,1,0,0,1,0,1,1,0
13.4,2469.17155322607,9.88091262186328,0.279498449395696,1,1,1,1,0,0,1,0,1,1,0
13.5,2470.16240698532,9.90853759248862,0.276249706253384,1,1,1,1,0,0,1,0,1,1,0
13.6,2471.1559907542,9.93583768879972,0.273000963111072,1,1,1,1,0,0,1,0,1,1,0
13.7,2472.15227204527,9.9628129107966,0.269752219968761,1,1,1,1,0,0,1,0,1,1,0
13.8,2473.15121837112,9.98946325847924,0.266503476826449,1,1,1,1,0,0,1,0,1,1,0
13.9,2474.15279724431,10.0157887318477,0.263254733684138,1,1,1,1,0,0,1,0,1,1,0
14.0,2475.1569761774,10.0417893309018,0.260005990541826,1,1,1,1,0,0,1,0,1,1,0
14.1,2476.16372225622,10.0674607882199,0.256714573180466,1,1,1,1,0,0,1,0,1,1,0
14.2,2477.1730025666,10.0928031038018,0.253423155819106,1,1,1,1,0,0,1,0,1,1,0
14.3,2478.18478419436,10.1178162776476,0.250131738457746,1,1,1,1,0,0,1,0,1,1,0
14.4,2479.19903422534,10.1425003097572,0.246840321096386,1,1,1,1,0,0,1,0,1,1,0
14.5,2480.21571974535,10.1668552001307,0.243548903735027,1,1,1,1,0,0,1,0,1,1,0
14.6,2481.23480784023,10.1908809487681,0.240257486373667,1,1,1,1,0,0,1,0,1,1,0
14.7,2482.2562655958,10.2145775556693,0.236966069012307,1,1,1,1,0,0,1,0,1,1,0
14.8,2483.28006009788,10.2379450208344,0.233674651650947,1,1,1,1,0,0,1,0,1,1,0
14.9,2484.30615843231,10.2609833442634,0.230383234289587,1,1,1,1,0,0,1,0,1,1,0
15.0,2485.3345276849,10.2836925259562,0.227091816928227,1,1,1,1,0,0,1,0,1,1,0
15.1,2486.36513485162,10.3060716672046,0.223791412484093,1,1,1,1,0,0,1,0,1,1,0
15.2,2487.39794692842,10.3281207680086,0.22049100803996,1,1,1,1,0,0,1,0,1,1,0
15.3,2488.43293091126,10.3498398283682,0.217190603595826,1,1,1,1,0,0,1,0,1,1,0
15.4,2489.47005379609,10.3712288482833,0.213890199151693,1,1,1,1,0,0,1,0,1,1,0
15.5,2490.50928257887,10.3922878277541,0.210589794707559,1,1,1,1,0,0,1,0,1,1,0
15.6,2491.55058425554,10.4130167667804,0.207289390263426,1,1,1,1,0,0,1,0,1,1,0
15.7,2492.59392582208,10.4334156653624,0.203988985819292,1,1,1,1,0,0,1,0,1,1,0
15.8,2493.63927427443,10.4534845234999,0.200688581375159,1,1,1,1,0,0,1,0,1,1,0
15.9,2494.68659660855,10.473223341193,0.197388176931025,1,1,1,1,0,0,1,0,1,1,0
16.0,2495.73585982039,10.4926321184417,0.194087772486892,1,1,1,1,0,0,1,0,1,1,0
16.1,2496.78703117,10.5117134961098,0.190813776680809,1,1,1,1,0,0,1,0,1,1,0
16.2,2497.84007791742,10.5304674741972,0.187539780874727,1,1,1,1,0,0,1,0,1,1,0
16.3,2498.89496732269,10.5488940527041,0.184265785068645,1,1,1,1,0,0,1,0,1,1,0
16.4,2499.95166664586,10.5669932316304,0.180991789262562,1,1,1,1,0,0,1,0,1,1,0
16.5,2501.01014314695,10.584765010976,0.17771779345648,1,1,1,1,0,0,1,0,1,1,0
16.6,2502.07036408603,10.602209390741,0.174443797650397,1,1,1,1,0,0,1,0,1,1,0
16.7,2503.13229672312,10.6193263709255,0.171169801844315,1,1,1,1,0,0,1,0,1,1,0
16.8,2504.19590831827,10.6361159515293,0.167895806038232,1,1,1,1,0,0,1,0,1,1,0
16.9,2505.26116613153,10.6525781325525,0.16462181023215,1,1,1,1,0,0,1,0,1,1,0
17.0,2506.32803742293,10.6687129139951,0.161347814426068,1,1,1,1,0,0,1,0,1,1,0
17.1,2507.3964901363,10.6845271336852,0.158142196900938,1,1,1,1,0,0,1,0,1,1,0
17.2,2508.46649221546,10.7000207916228,0.154936579375808,1,1,1,1,0,0,1,0,1,1,0
17.3,2509.53801160424,10.7151938878079,0.151730961850678,1,1,1,1,0,0,1,0,1,1,0
17.4,2510.61101624646,10.7300464222404,0.148525344325548,1,1,1,1,0,0,1,0,1,1,0
17.5,2511.68547408596,10.7445783949205,0.145319726800418,1,1,1,1,0,0,1,0,1,1,0
17.6,2512.76135306654,10.758789805848,0.142114109275288,1,1,1,1,0,0,1,0,1,1,0
17.7,2513.83862113204,10.772680655023,0.138908491750158,1,1,1,1,0,0,1,0,1,1,0
17.8,2514.91724622629,10.7862509424455,0.135702874225028,1,1,1,1,0,0,1,0,1,1,0
17.9,2515.9971962931,10.7995006681155,0.132497256699898,1,1,1,1,0,0,1,0,1,1,0
18.0,2517.0784392763,10.812429832033,0.129291639174769,1,1,1,1,0,0,1,0,1,1,0
18.1,2518.16094434583,10.8250506952873,0.126208632543429,1,1,1,1,0,0,1,0,1,1,0
18.2,2519.24468067162,10.8373632578785,0.123125625912089,1,1,1,1,0,0,1,0,1,1,0
18.3,2520.3296174236,10.8493675198066,0.12004261928075,1,1,1,1,0,0,1,0,1,1,0
18.4,2521.41572377171,10.8610634810715,0.11695961264941,1,1,1,1,0,0,1,0,1,1,0
18.5,2522.50296888588,10.8724511416733,0.113876606018071,1,1,1,1,0,0,1,0,1,1,0
18.6,2523.59132193604,10.883530501612,0.110793599386731,1,1,1,1,0,0,1,0,1,1,0
18.7,2524.68075209213,10.8943015608876,0.107710592755391,1,1,1,1,0,0,1,0,1,1,0
18.8,2525.77122852408,10.9047643195,0.104627586124052,1,1,1,1,0,0,1,0,1,1,0
18.9,2526.86272040182,10.9149187774492,0.101544579492712,1,1,1,1,0,0,1,0,1,1,0
19.0,2527.95519689529,10.9247649347354,0.0984615728613725,1,1,1,1,0,0,1,0,1,1,0
19.1,2529.04862913734,10.9343224204347,0.0955748569933554,1,1,1,1,0,0,1,0,1,1,0
19.2,2530.14298826079,10.9435912345472,0.0926881411253383,1,1,1,1,0,0,1,0,1,1,0
19.3,2531.2382453985,10.952571377073,0.0898014252573213,0,1,1,1,0,0,1,0,1,1,0
19.4,2532.3343716833,10.9612628480119,0.0869147093893042,0,1,1,1,0,0,1,0,1,1,0
19.5,2533.43133824804,10.969665647364,0.0840279935212871,0,1,1,1,0,0,1,0,1,1,0
19.6,2534.52911622555,10.9777797751294,0.08114127765327,0,1,1,1,0,0,1,0,1,1,0
19.7,2535.62767674868,10.9856052313079,0.078254561785253,0,1,1,1,0,0,1,0,1,1,0
19.8,2536.72699095027,10.9931420158996,0.0753678459172359,0,1,1,1,0,0,1,0,1,1,0
19.9,2537.82702996316,11.0003901289045,0.0724811300492188,0,1,1,1,0,0,1,0,1,1,0
20.0,2538.92776492019,11.0073495703226,0.0695944141812018,0,1,1,1,0,0,1,0,1,1,0
20.1,2540.02916994191,11.0140502171788,0.0670064685614307,0,1,1,1,0,0,1,0,1,1,0
20.2,2541.13121914886,11.020492069473,0.0644185229416596,0,1,1,1,0,0,1,0,1,1,0
20.3,2542.23388666158,11.0266751272051,0.0618305773218885,0,1,1,1,0,0,1,0,1,1,0
20.4,2543.33714660062,11.0325993903754,0.0592426317021174,0,1,1,1,0,0,1,0,1,1,0
20.5,2544.44097308651,11.0382648589836,0.0566546860823463,0,1,1,1,0,0,1,0,1,1,0
20.6,2545.54534023982,11.0436715330299,0.0540667404625752,0,1,1,1,0,0,1,0,1,1,0
20.7,2546.65022218107,11.0488194125141,0.0514787948428041,0,1,1,1,0,0,1,0,1,1,0
20.8,2547.75559303081,11.0537084974364,0.048890849223033,0,1,1,1,0,0,1,0,1,1,0
20.9,2548.86142690959,11.0583387877968,0.0463029036032619,0,1,1,1,0,0,1,1,1,1,0
21.0,2549.96769793795,11.0627102835951,0.0437149579834909,0,1,1,1,0,0,1,1,1,1,0
21.1,2551.07438465433,11.0668671637839,0.041568801887688,0,1,1,1,0,0,1,1,1,1,0
21.2,2552.18146559717,11.0708094283631,0.0394226457918852,0,1,1,1,0,0,1,1,1,1,0
21.3,2553.2889193049,11.0745370773327,0.0372764896960824,0,1,1,1,0,0,1,1,1,1,0
21.4,2554.39672431597,11.0780501106927,0.0351303336002796,0,1,1,1,0,0,1,1,1,1,0
21.5,2555.50485916881,11.0813485284432,0.0329841775044768,0,1,1,1,0,0,1,1,1,1,0
21.6,2556.61330240187,11.084432330584,0.0308380214086739,0,1,1,1,0,0,1,1,1,1,0
21.7,2557.72203255358,11.0873015171153,0.0286918653128711,0,1,1,1,0,0,1,1,1,1,0
21.8,2558.83102816239,11.089956088037,0.0265457092170683,0,1,1,1,0,0,1,1,1,1,0
21.9,2559.94026776672,11.0923960433491,0.0243995531212655,0,1,1,1,0,0,1,1,1,1,0
22.0,2561.04972990503,11.0946213830517,0.0222533970254627,0,1,1,1,0,0,1,1,1,1,0
22.1,2562.15939947758,11.0966957255139,0.0207434246218635,0,1,1,1,0,0,1,1,1,1,0
22.2,2563.26926138465,11.0986190707357,0.0192334522182643,0,1,1,1,0,0,1,1,1,1,0
22.3,2564.37930052652,11.1003914187172,0.0177234798146652,0,1,1,1,0,0,1,1,1,1,0
22.4,2565.48950180347,11.1020127694583,0.016213507411066,0,1,1,1,0,0,1,1,1,1,0
22.5,2566.59985011577,11.103483122959,0.0147035350074669,0,1,1,1,0,0,1,1,1,1,0
22.6,2567.71033036369,11.1048024792194,0.0131935626038677,0,1,1,1,0,0,1,1,1,1,0
22.7,2568.82092744751,11.1059708382394,0.0116835902002686,0,1,1,1,0,0,1,1,1,1,0
22.8,2569.93162626751,11.1069882000191,0.0101736177966694,0,1,1,1,0,0,1,1,1,1,0
22.9,2571.04241172397,11.1078545645584,0.0086636453930702,0,1,1,1,0,0,1,1,1,1,0
23.0,2572.15326871715,11.1085699318574,0.0071536729894711,0,1,1,1,0,0,1,1,1,1,0
23.1,2573.26419053561,11.1092181845546,0.0064825269724334,0,1,1,1,0,0,1,1,1,1,0
23.2,2574.37517046787,11.1097993226501,0.0058113809553958,0,1,1,1,0,0,1,1,1,1,0
23.3,2575.48620180249,11.110313346144,0.0051402349383582,0,1,1,1,0,0,1,1,1,1,0
23.4,2576.59727782799,11.1107602550361,0.0044690889213205,0,1,1,1,0,0,1,1,1,1,0
23.5,2577.70839183293,11.1111400493265,0.0037979429042829,0,1,1,1,0,0,1,1,1,1,0
23.6,2578.81953710583,11.1114527290153,0.0031267968872453,0,1,1,1,0,0,1,1,1,1,0
23.7,2579.93070693524,11.1116982941023,0.0024556508702076,0,1,1,1,0,0,1,1,1,1,0
23.8,2581.0418946097,11.1118767445876,0.00178450485317,0,1,1,1,0,0,1,1,1,1,0
23.9,2582.15309341774,11.1119880804712,0.0011133588361324,0,1,1,1,0,0,1,1,1,1,0
24.0,2583.26429664792,11.1120323017531,0.0004422128190947,0,1,1,1,0,0,1,1,1,1,0
24.1,2584.37550341337,11.1120676545374,0.0003535278429668,0,1,1,1,0,0,1,1,1,1,0
24.2,2585.48671282725,11.1120941388241,0.0002648428668389,0,1,1,1,0,0,1,1,1,1,0
24.3,2586.59792400272,11.1121117546132,0.0001761578907109,0,1,1,1,0,0,1,1,1,1,0
24.4,2587.70913605291,11.1121205019046,8.74729145830523e-05,0,1,1,1,0,0,1,1,1,1,0
24.5,2588.82034809098,11.1121203806985,-1.21206154488391e-06,0,1,1,1,0,0,1,1,1,1,0
24.6,2589.93155923008,11.1121113909947,-8.98970376728201e-05,0,1,1,1,0,0,1,1,1,1,0
24.7,2591.04276858335,11.1120935327933,-0.0001785820138007,0,1,1,1,0,0,1,1,1,1,0
24.8,2592.15397526396,11.1120668060943,-0.0002672669899286,0,1,1,1,0,0,1,1,1,1,0
24.9,2593.26517838505,11.1120312108977,-0.0003559519660566,0,1,1,1,0,0,1,1,1,1,0
25.0,2594.37637705977,11.1119867472035,-0.0004446369421845,0,1,1,1,0,0,1,1,1,1,0
25.1,2595.48757158283,11.1119452305091,-0.0004151669436501,0,1,1,1,0,0,1,1,1,1,0
25.2,2596.59876224891,11.1119066608146,-0.0003856969451157,0,1,1,1,0,0,1,1,1,1,0
25.3,2597.70994935272,11.11187103812,-0.0003562269465813,0,1,1,1,0,0,1,1,1,1,0
25.4,2598.82113318896,11.1118383624252,-0.0003267569480469,0,1,1,1,0,0,1,1,1,1,0
25.5,2599.93231405233,11.1118086337302,-0.0002972869495125,0,1,1,1,0,0,1,1,1,1,0
25.6,2601.04349223754,11.1117818520351,-0.0002678169509781,0,1,1,1,0,0,1,1,1,1,0
25.7,2602.15466803927,11.1117580173399,-0.0002383469524437,0,1,1,1,0,0,1,1,1,1,0
25.8,2603.26584175224,11.1117371296445,-0.0002088769539093,0,1,1,1,0,0,1,1,1,1,0
25.9,2604.37701367113,11.1117191889489,-0.0001794069553749,0,1,1,1,0,0,1,1,1,1,0
26.0,2605.48818409066,11.1117041952533,-0.0001499369568406,0,1,1,1,0,0,1,1,1,1,0
26.1,2606.59935314127,11.1116905061388,-0.0001368911449703,0,1,1,1,0,0,1,1,1,1,0
26.2,2607.71052095343,11.1116781216055,-0.0001238453331001,0,1,1,1,0,0,1,1,1,1,0
26.3,2608.8216876576,11.1116670416533,-0.0001107995212299,0,0,1,1,0,0,1,1,1,1,0
26.4,2609.93285338423,11.1116572662824,-9.77537093597304e-05,0,0,1,1,0,0,1,1,1,1,0
26.5,2611.04401826377,11.1116487954926,-8.4707897489513e-05,0,0,1,1,0,0,1,1,1,1,0
26.6,2612.1551824267,11.1116416292841,-7.16620856192955e-05,0,0,1,1,0,0,1,1,1,1,0
26.7,2613.26634600347,11.1116357676567,-5.8616273749078e-05,0,0,1,1,0,0,1,1,1,1,0
26.8,2614.37750912453,11.1116312106105,-4.55704618788606e-05,0,0,1,1,0,0,1,1,1,1,0
26.9,2615.48867192034,11.1116279581455,-3.25246500086431e-05,0,0,1,1,0,0,1,1,1,1,0
27.0,2616.59983452137,11.1116260102617,-1.94788381384257e-05,0,0,1,1,0,0,1,1,1,1,0
27.1,2617.71099705375,11.1116253238337,-6.86427971504582e-06,0,0,1,1,0,0,1,1,1,1,0
27.2,2618.82215964364,11.1116258988616,5.75027870833402e-06,0,0,1,1,0,0,1,1,1,1,0
27.3,2619.93332241717,11.1116277353453,1.83648371317139e-05,0,0,1,1,0,0,1,1,1,1,0
27.4,2621.0444855005,11.1116308332849,3.09793955550937e-05,0,0,1,1,0,0,1,1,1,1,0
